"","(15Z)-Tetracosenoic acid","(5-L-Glutamyl)-L-glutamine","1-4-beta-D-Xylan","10(S)17(S)-DiHDHA/protectin D1","11-HETE","12(S)-HETE","15(S)-HETE","2-Oxoglutaramate","2-Oxoglutarate","3',5'-Cyclic IMP","3-Methyleneoxindole","4-Acetamidobutanoate","4-Pyridoxate","5'-Phosphoribosyl-N-formylglycinamide","5-6-Dihydrothymine","5-Guanidino-2-oxopentanoate","5-Hydroxyindoleacetate","5-Hydroxyisourate","5-Oxoproline","5(S)-HETE","acetyl-carnitine","Acetylcholine","acyl-C12 (O-dodecanoyl-carnitine)","acyl-C12:1 (O-dodecenoyl-carnitine)","acyl-C14 (O-tetradecanoyl-L-carnitine)","acyl-C14:1 (Tetradecenoyl Carnitine)","acyl-C16 (L-Palmitoylcarnitine)","acyl-C16:1 (Hexadecenoyl-carnitine)","acyl-C18 (Octadecanoyl-L-carnitine)","acyl-C18:1 (O-octadecenoyl-L-carnitine)","acyl-C18:2","acyl-C4-DC","acyl-C5","acyl-C5-OH","acyl-C5:1","Adenine","Adenosine","Alanine","Allantoate","AMP","Anthranilate","Arginine","Ascorbate","Asparagine","Aspartate","butanoyl-l-carnitine","Chenodeoxycholic acid","Cholic acid","Choline","Citrate","Creatine","Creatinine","Cys-Gly","Cysteine","Cystine","D-Arabitol","D-Glucono-1-5-lactone 6-phosphate","D-Glucose","D-Rhamnose","D-Ribose","Decanoic acid (caprate)","Dehydroascorbate","Deoxycholic acid","DiHOME","Dihomo-g-Linolenic acid/eicosatrienoic acid","Dimethylglycine","Diphosphate","Docosahexaenoic acid","Docosapentaenoic acid","Dodecanedioic acid","Dodecanoic acid","Dopamine","Ectoine","EpOME/HODE","Fumarate","gamma-Glutamyl-Se-methylselenocysteine","gamma-L-Glutamyl-D-alanine","Glutamate","Glutamine","Glycerol 3-phosphate","Glycine","Glycochenodeoxycholic acid","Glycocholic acid","Guanidinoacetate","Guanine","HEPE/oxoETE","Heptanoic acid","Hexadecanoic acid","Hexadecenoic acid","Hexanoic acid (caproate)","hexanoyl-L-carnitine","Hexose phosphate","Histidine","HOTrE/oxoODE","Hypoxanthine","Icosapentaenoic acid","Icosatetraenoic acid","IDP","Indole","Indole-3-acetaldehyde","Indole-3-acetate","kynurenine","L-Adrenaline","L-Arabinose","L-Carnitine","L-Citrulline","L-Methionine S-oxide","L-octanoylcarnitine","Lactate","Leucine/isoleucine","Leukotriene B4/PGA1/PGB1","Linoleate","LPA_16:0","LPA_16:1","LPA_18:2","LPA_20:4","Lysine","Lysophosphatidic Acid","Lysophosphatidylinositol","Malate","Maltose","Mannitol","Methionine","N-Acetylneuraminate","N-Acetylornithine","N-formyl kynurenine","Nonanoic acid (pelargonate)","O-Decanoyl-L-carnitine","O-Decenoyl-L-carnitine","Octadecanoic acid","Octadecatrienoic acid","Octadecenoic acid (Oleic acid)","Octanoic acid (caprylate)","octenoyl-l-carnitine","Ornithine","Oxaloacetate","Pantothenate","Phenylalanine","Phosphate","Picolinic acid","Proline","propionyl-carnitine","Prostaglandin A2/B2/J2","Prostaglandin A3/B3","Pyridoxal","Pyridoxamine 5'-phosphate","Pyruvate","quinolinic acid","Resolvin D1/D2","S-Adenosyl-L-homocysteine","Serine","Sphinganine 1-phosphate","Sphingosine","Sphingosine 1-phosphate","Stearidonic acid","Succinate","Taurine","Taurochenodeoxycholic acid","Taurocholic acid","Taurodeoxycholic acid","Taurolithocholic acid","Tauroursodeoxycholic acid","Tetradecanoic acid","Threonine","Thymidine","trans-4-Hydroxy-L-proline","Tryptophan","Tyrosine","UDP","UMP","Urate","Ursodeoxycholic acid","Valine","Xanthine"
"HTP0546A",544670.0362,51676.02744,167359.1997,27140.37848,6248.144999,4085.732989,829.2798248,33041.08604,85810.0454,33399801.25,1317681.477,60453.37583,18634.28056,3411.985963,542304.1376,3876828.731,269807.9456,408019.5546,3563207.401,3843.688141,8036900.022,729778.9448,82023.49783,192968.2136,20647.19394,155306.9606,199244.5387,31190.08064,64797.25226,935620.0078,2213.115542,59999.34863,387559.4746,33152.20088,19569.23615,56544.14609,5183.493457,6819031.49,766324.9336,11981.12403,1189112.288,2040266.503,44543.34617,484014.6411,515861.4327,138613.4813,303702.253,535304.6984,8292391.133,3350564.363,4110272.201,7472329.617,8094.999509,33182.08012,439117.4218,39863.74319,11545.1666,4279195.151,122023.683,99932.81514,88730.51377,210671.7397,619054.9583,68813.73742,549224.6144,580997.8999,6564.787241,886422.9993,44010.18155,15016.49023,257135.5414,6138.527965,234779.4183,80886.64568,83062.62613,49506.89097,99762.14405,609356.3229,8412406.766,5729.076115,1656394.204,313840.5258,72435.29349,119309.95,4673.467618,1357.276703,82068.07332,24465333.2,2480429.936,171177.8873,70113.56969,34580.62346,1639618.734,20230.40283,2241574.876,82261.87301,2080507.515,421005.1088,903832.0732,51768.21974,85745.98527,1083188.115,374910.5899,99932.81514,31159641.4,662361.3326,55609.63994,175168.932,13970633.75,72251689.53,16249.05432,52748977.52,7526.948335,449.7559296,66305.4426,12114.06914,8117731.165,8442.720408,396.4846815,181408.1819,23389.76868,395821.7238,8006333.673,17855.56074,3418015.914,66483.16533,113062.0288,56967.6217,152271.5273,15750014.63,3743406.49,64800136.45,64842.82092,884073.7044,3120851.169,6094.194534,158934.9508,48740276.43,2016397.68,189171.7093,15449755.04,774266.8757,2853.269815,27033.28636,1370.194027,4598.825488,456651.7138,14046.92046,122424.9735,29964.43242,1054341.347,1992.868526,16312.95581,78395.67224,25779.97282,119955.7573,385377.1303,33696.84399,11004.65734,25936.39117,13827.70618,4890.413637,1509148.445,2525467.133,198270.0043,1790624.941,21645154.61,31783375.12,668017.6686,29942.94356,17187193.93,49119.42581,44097060.34,98279.82852
"HTP0547A",401830.9175,33459.90035,147796.1772,6411.776585,8586.803811,7453.095686,1453.117562,26968.22965,73481.08603,23113692.32,880473.5876,141228.749,15269.81548,3201.635828,313218.6528,2192687.108,205548.867,174886.5673,1988546.182,3571.656822,4223767.47,475943.0312,285344.3718,407677.0161,76623.42839,284893.3898,467702.4519,66969.24827,143004.4437,1082659.02,151445.1122,33177.23211,85918.1516,28968.53533,17029.43883,54403.9958,8911.804707,4670814.306,328195.5947,5005.993576,133075.7676,721345.2724,140122.9767,271743.0725,332131.3699,38800.23586,125804.9631,30744.42687,4473483.596,2255110.582,1255964.024,4106382.845,6906.433552,15496.33064,341485.0228,19463.25138,3173.849397,4426790.336,139223.2013,110013.0044,71591.84406,157154.4195,559484.1003,58971.73878,258104.6904,405691.4932,9989.049146,3264246.865,23954.15155,14371.08975,90579.4235,5153.484332,139991.7686,53225.37096,63487.7883,36406.43479,63168.51289,187798.8547,4729493.47,5271.085845,1103501.266,796461.4898,63843.86877,104966.4831,16031.39702,41391.38328,58490.05281,17964594.5,2418736.753,105182.8978,41829.79017,19268.39031,1209604.135,16369.95103,87877.52686,727652.5667,1556604.044,259453.003,374838.3938,48348.88475,30281.86222,732135.6599,468179.9327,110013.0044,20324027.74,439136.101,32878.79346,236556.2507,12847756.99,24075771.98,19863.43577,15795247.31,13634.31258,2338.842337,103621.2896,31325.68739,2667479.705,12008.41847,17034.03667,154648.8551,4269.166354,295694.3214,1843282.6,31677.60262,2349410.051,127519.4731,110124.7106,108015.5846,205236.1692,13168988.92,1082985.748,23803205.64,56670.77661,386498.2521,1068427.888,5808.087438,68457.14997,23009535.86,1793799.341,66652.61222,5952544.65,368860.4765,5033.106139,26949.32806,869.321736,5352.58356,384591.522,14805.07552,49320.33063,29291.19225,434106.3369,34535.43166,34891.33987,393114.4536,28518.74678,110537.4181,227526.8322,79852.37283,16387.91502,90942.65443,13983.08909,10083.06552,744744.5443,1057658.764,133724.6828,779288.9122,12856475.46,8343434.456,368264.7301,42249.05708,11890946.62,192671.1325,13241263.13,30918.12321
"HTP0548A",342931.6689,34633.24634,186921.8356,7900.341912,3454.367042,2560.860602,797.8470181,30396.14491,79617.20387,27544545.88,892820.6309,202180.2922,22984.43026,2294.654401,518358.6365,2478246.531,197245.1958,196134.432,1938646.885,1838.596411,6482327.392,688291.3551,128614.9796,122211.7876,95827.82159,91840.40461,577429.8135,33707.69622,168040.4374,792207.2661,1944.196126,34840.23918,250477.1025,13277.64271,15605.45108,56390.621,18894.6803,5273687.36,491021.2599,5565.488276,184871.2209,555522.6189,67404.87372,320954.3356,335982.7688,104099.8674,385029.3216,128195.3363,4512289.918,3614503.348,3484079.078,6344194.699,14654.22739,54444.40532,473907.2511,25107.60423,19437.54645,5328196.975,77285.82753,124583.9327,138906.064,251208.5405,850945.6868,82729.553,391810.5454,477845.678,5462.453665,703790.0185,46420.91329,28468.57541,215046.378,15540.9695,175391.7674,123764.7417,72608.20131,40788.30774,58569.22222,209606.0744,6505162.656,3860.552509,1898470.461,966579.9362,165599.4874,71546.91807,17890.64675,1193.119594,86962.19822,22389252.93,1797991.499,209820.3724,50322.28069,29070.34286,1955578.955,13660.84079,110548.0494,138126.6155,1612466.017,231659.9012,346522.9214,42833.67141,44187.61169,885029.2946,542760.5643,124583.9327,21250051.3,354553.7679,19780.45013,118574.9659,14390258.1,40046740.25,9233.851947,16245999.8,8252.733391,857.3937097,67959.09303,21994.40245,4264203.12,8689.358889,1696.746841,131942.2655,7530.121884,152103.0722,3232804.777,29162.60865,2827623.498,21298.48122,143661.1846,42351.23757,80326.17531,15040589.52,972114.0583,26563097.75,85221.61802,469815.1264,1882358.207,7583.830045,153863.849,37476079.76,1474851.989,114177.1554,8317901.521,672123.4335,7196.562215,66379.57703,874.3097778,13382.20839,481756.2943,19465.06226,37668.26159,35791.42649,595431.6422,1429.067821,23344.85248,45925.51964,12489.22303,79221.68671,389611.316,144686.6311,46453.0177,188155.0398,19630.80018,2866.020857,862588.9716,1357569.471,218861.5558,586371.6582,14602676.98,10870459.04,606081.5419,61044.2074,18496276.68,50711.96512,29482013.48,32254.89345
"HTP0549A",634759.781,3368.962819,253337.4524,29094.60901,9562.114841,8345.451891,3806.732789,16935.86554,100822.3594,13119547.4,646622.494,51744.2467,13560.70272,158.2424531,220323.5321,1833856.011,179204.7201,128176.611,1349247.552,5909.042947,3421547.625,461392.0587,435338.8584,692438.48,104128.7459,571340.2504,544446.0548,94088.68586,210846.6933,1030159.752,106644.3462,52902.85959,181231.3766,33784.18204,11611.44617,49990.81769,18503.19735,3189981.509,184327.0864,8980.807679,139981.3902,506543.0962,114305.7266,176762.0461,336307.8573,155430.5631,66444.14258,9286.748187,4180720.611,475869.826,2157278.403,4532781.736,17320.84696,19955.47,284161.0893,13341.78237,11198.47576,8390500.323,25693.54653,205762.8041,108003.5605,55671.75506,246005.2457,132393.5127,926201.1408,181360.9997,1916.515846,6567871.569,8056.168968,37518.70836,100707.9932,4400.964889,116823.2182,70225.37544,44912.30226,25668.22948,17531.45458,524471.2683,3282000.876,2521.577486,980179.9687,812455.0598,64575.21839,32385.61844,17061.37508,3295.128185,55284.58185,51712321.2,9098132.02,89522.4911,19784.88472,29443.41182,771867.8745,25520.1911,320410.9511,1362481.927,3461217.164,108039.1482,303045.5642,33168.19414,51060.55755,722735.2203,883445.598,205762.8041,19534625.2,214136.3416,35134.9196,64087.05304,14961308.3,24556914.04,68650.07205,52288414.22,10085.11294,1746.969954,58598.55799,23236.29819,1884857.945,8925.668802,20275.03923,119954.0355,15361.1876,145868.8898,1283641.196,37733.9173,2524078.565,142909.6584,161183.2723,26314.78051,49566.39522,32666987.72,4595016.107,83588382.9,64659.75736,190381.6899,630744.9356,2588.036492,34367.9041,25734457.18,1036133.582,127859.8284,4212607.318,351912.2531,192208.378,32120.03134,901.6023477,9087.769964,415570.4228,10195.80112,137736.3937,19808.81507,285778.8939,25152.55218,339290.4831,331445.9885,95489.5334,81739.22127,203002.4617,120209.7586,23863.18273,176047.1519,21357.90363,3820.053149,353950.7362,558103.4241,157644.0721,886412.5057,10491303.07,7384520.749,357204.6671,51518.63809,11215824.29,107863.1875,15992695.56,89365.34974
"HTP0550A",403633.1767,43571.32789,127809.4142,17836.84433,12369.90708,3797.451793,2089.483192,29404.16435,106808.7033,21600352.81,1159689.13,64573.44638,17069.94111,768.6205936,392604.4202,2191979.609,173092.2622,205426.0579,1978794.358,3429.224186,4240466.788,417956.3757,180632.3973,319154.9938,130910.4222,220881.232,1085225.24,203719.8979,202231.9723,2354049.383,72799.81156,30682.57165,183793.0585,20033.26815,11120.74751,49628.41753,5008.658227,5047491.578,391315.5002,10584.03161,118612.1122,846904.903,36437.85764,535015.3685,421901.069,69401.65438,62773.43482,11847.79446,4896039.482,2183495.311,3658074.442,3774730.33,34144.26526,97722.01546,291462.8954,12601.55978,4331.600044,3940360.123,111087.185,102413.9968,93231.21686,161358.3397,320848.6315,59905.59507,508993.0769,282374.5046,8214.255397,995464.6231,33201.44497,17469.01129,125832.217,5339.59516,200106.9013,66671.54143,64154.90922,27436.26537,68595.02076,436975.4668,7290991.638,2856.752539,1250134.971,1828995.009,158744.0764,77641.22785,29196.20101,1100.53682,62522.59305,39137391.68,9250864.887,128098.5623,46489.55358,22862.28894,1844375.844,22057.49182,347812.6987,129628.73,1147094.367,283300.1494,481714.899,59808.05842,100195.3612,650866.7806,866730.7968,102413.9968,20084615.15,480398.7882,35067.37252,154380.685,14532018.13,28031665.08,62646.67847,35042187.96,24566.48704,10359.08312,158303.8997,45962.84496,2939629.405,15331.19263,25518.11226,143885.1237,9773.921593,94346.26769,2179639.846,28713.84107,576893.6032,336225.4281,156574.2716,88313.9828,101402.0988,23710134.74,2464015.873,61262548.25,71763.10821,530284.1406,1440299.78,5035.718981,99879.24338,31841921.09,1920410.719,84619.52476,8313242.606,427715.0668,3509.827569,22676.66969,510.3308348,11325.51934,492480.1418,9840.189169,90455.78744,22412.36302,531677.7434,26317.52623,370973.5614,229256.061,69777.15749,100384.8521,252128.9677,142909.6906,26954.59065,89773.36082,22971.54091,3803.681969,919871.0989,1231434.507,149483.8677,987505.1421,16338646.42,9469901.409,540001.6624,35531.03475,15631160.44,61636.00645,18097586.44,72487.85352
"HTP0551B",475941.725,60829.50492,190339.7733,11730.26161,12614.94704,3438.012463,1100.782524,45946.85192,58849.56996,36942773.85,1797213.54,363891.3459,41018.30963,697.4762798,711457.8317,4200769.93,242656.7186,383013.0032,3189540.284,3856.282842,5154472.399,780836.9333,89437.31361,131821.3223,55052.18799,72127.3154,367528.1897,51504.08028,99396.12094,1108319.984,62996.5671,27895.09791,478687.9939,38130.35279,19846.40698,78523.42465,14715.70597,10352509.31,713452.3656,2273.7978,80034.30942,2227179.06,40750.08826,599466.1901,611737.9353,30115.70231,155019.2179,22574.34739,9417562.998,2428812.029,5950284.521,7502293.915,6271.888521,27463.66763,388885.0826,13400.70662,16214.19525,5629118.207,192246.0361,112359.2173,135200.6463,112239.6142,472449.9425,59019.89655,752719.2002,548587.3476,9996.155356,1482562.66,27365.71356,18609.97792,135138.9259,12528.33232,375642.4461,43623.05663,74675.68521,50359.00072,128732.981,364309.385,13778395.3,4747.376429,3626126.551,2068613.518,115353.9908,102086.4936,22597.30482,1539.687993,156063.1252,59333487.48,6930603.048,239336.7018,29387.07659,29787.23298,3417041.434,21003.28401,144057.9348,205832.8879,2539042.158,314697.6693,746276.2325,76542.73304,102025.3567,955351.2193,1281485.58,112359.2173,37668439.98,495094.4289,31495.40726,42910.85852,16051309.28,44472405.59,40871.82439,35826298.79,27783.99774,7401.221744,103360.2131,41658.68719,6281500.051,15542.04787,13948.44445,104349.4255,8329.586577,178556.1436,4492510.541,29148.243,4526560.336,17898.93203,158740.1048,9922.689337,13700.50023,45744302.48,1988559.159,50072146.75,118318.6614,363031.3852,3049566.35,12561.08139,108460.5588,68613517.69,2612782.725,128478.8122,20397246.58,740092.8456,6204.439656,59325.55507,658.7721125,7354.207285,550101.7084,11699.20066,73431.30116,36859.65524,1760557.896,22568.2558,125238.8488,302418.4816,35634.33231,115100.5263,299235.1863,434127.7626,47672.72516,234235.1437,31854.15981,29918.6124,963977.2425,2894504.687,345835.6873,1454346.214,33746609.05,21130833.36,768678.6391,21210.2024,19007985.36,134040.1981,38398725.22,99005.21951
"HTP0552A",279080.6598,47498.07067,143497.9157,10282.17178,5309.740423,3305.000291,396.9953135,28480.88465,181400.7991,26564845.84,1174628.572,68731.90371,21795.9951,2832.70274,451212.0017,2780670.156,341342.3948,260416.3487,3078837.447,4299.455613,5175980.61,638141.7939,452158.5259,322142.0244,103657.5796,329240.4933,359599.6805,71317.81411,150144.1606,634783.9169,99447.49307,35889.83407,259083.6946,19391.05526,8159.589633,50149.44884,14570.28295,5755981.009,371936.8374,18282.2906,125877.7875,802749.718,51839.19611,291878.4708,363397.0912,106742.4452,180435.5518,143004.0338,5346171.207,2699512.368,2175822.884,4381677.694,32923.1433,72603.92517,299495.4352,23873.24705,7624.958737,4338542.857,174443.4979,101498.2893,106727.2351,194916.7278,509433.7936,46342.57084,363760.8714,263154.8501,6840.029531,941114.6855,12218.32271,19030.55466,93711.52029,5159.908867,159649.4136,37709.78073,64001.96472,38588.56214,81611.17178,804555.8342,6788448.432,5978.36427,1089588.478,637307.9664,100018.6628,95127.5364,31813.80615,1599.468884,45596.06085,23107318.41,2647353.48,122033.966,41369.4876,27318.57753,1720762.192,18552.34804,1589337.156,119538.4808,1756017.467,265625.0182,504309.5639,71773.17005,59685.49401,1150309.804,704981.0061,101498.2893,25806697.14,359801.7016,31465.1002,75013.07949,24165201.35,26825257.96,18198.77502,18777023.21,2844.869022,1715.919067,29664.7927,14113.6709,2935341.21,3982.967721,11596.6713,207156.3198,32160.74352,112800.549,2261076.692,29996.69666,3317069.432,89351.62192,158307.9658,26123.74733,47692.82739,16804435.36,1623776.284,27112893.02,74751.57948,409880.5043,1641222.117,5549.557869,57576.40284,31154883,1799832.384,142140.231,9233503.378,432877.1041,2880.528133,50229.45619,1487.118343,6854.932982,560583.5208,22579.57636,50605.34164,34454.10219,502784.2523,13272.04847,185523.6427,178077.0233,21862.65164,125942.709,267634.9852,48085.1627,18019.74628,36938.97938,17817.32973,3953.359942,686778.6617,1058130.135,183408.43,1025408.287,17163146.23,12601885.91,448703.8325,43060.95087,19113190.22,83513.85863,16944674.24,134741.8355
"HTP0553A",227314.569,36815.16728,107695.0345,8988.037649,7151.144811,5719.025352,3869.545126,23292.18422,78456.24865,19634754.72,1052645.233,52487.8358,20085.97716,1624.886814,418770.3817,1993107.404,206774.275,188070.8202,2146411.747,2827.094127,2971253.48,452153.4188,129532.9438,140094.926,81122.3824,123889.0236,450190.4398,66442.96384,139171.6569,1046143.415,31252.5214,34758.2144,400410.4446,17916.03035,18818.84853,45174.83609,18415.86639,5148471.991,323054.4889,1495.424947,87517.3384,2263453.276,27398.38226,368337.5538,293357.4411,62164.16204,171687.5433,19628.10835,6057742.122,2957579.328,2447861.94,4465513.818,19031.74399,52939.15181,237618.6417,11557.99005,9820.034588,3146936.544,100692.2674,78618.18988,108493.8419,173167.6782,737601.131,56952.64065,298384.9108,502941.3361,1784.945934,1024505.521,16187.59815,24828.61695,111472.2511,7457.370247,131007.227,37281.78462,71691.06623,37262.91357,65328.95207,157742.3409,6546300.464,1794.106336,1065803.705,1478676.386,231504.2891,115389.0431,6097.91757,25305.07959,55359.99437,13471797.15,1368291.81,144233.6329,44702.54307,31548.43158,1809599.595,14488.65136,979630.6978,147325.6627,950725.273,208548.6966,477271.8548,55520.83758,58513.96385,780954.3898,537049.2386,78618.18988,14774546.04,286464.3918,29389.53682,241576.1189,9801799.34,32544156.97,9390.2837,9473906.544,8352.744382,1333.474482,73212.34975,13644.33723,5134241.998,7676.835621,17582.11784,151703.6853,9486.782618,94572.66541,3465413.602,22466.15112,1089783.985,67613.55156,116325.9334,165234.5784,139521.1199,9612299.002,1136149.803,13609148.5,51471.09915,219111.1628,1301856.271,8446.01057,67651.28029,29262476.05,1391744.251,76791.90106,8346052.414,420834.866,640399.6426,33796.21936,1114.7367,880.2781345,377401.0744,10424.89081,26580.65894,34292.60138,676407.0059,2253.424581,132341.8542,63516.07002,26016.34352,82066.38917,190867.625,310556.4546,83671.37912,424836.7448,27904.90533,2005.335257,576116.0238,2223270.612,161355.2693,779549.125,14316589.73,8871223.108,439578.5613,42780.39929,12198567.16,47348.9634,20594091.92,142374.4915
"HTP0554A",313077.0291,30995.41774,145371.3782,7921.794306,4913.185529,3370.321324,1492.804269,34522.37258,183198.5687,23289089.28,1404901.331,120950.1793,19734.01282,1987.817,473245.7308,2557573.329,233989.0713,231074.1597,2819314.382,3884.168892,5339574.48,685199.5653,233120.175,197097.5855,107933.0226,238107.1814,492917.9646,63863.8251,161410.8812,1398463.374,77434.77234,43825.83895,278828.2059,24370.95409,19483.4189,55778.22246,15821.86692,6492163.758,333156.0263,11296.05191,703257.9814,1554605.574,41670.38949,360488.6222,488948.483,119077.7496,142999.3831,37821.22241,4370076.32,2369647.615,4153021.13,7631331.853,33490.12733,56882.13002,318866.7992,12696.9082,14627.58291,4518138.557,127081.7082,103840.8915,108348.1549,148851.2715,392064.323,69426.60942,422380.178,303601.423,3415.351589,1430980.734,15296.31867,41275.70154,99480.33269,6929.463026,233048.5517,51482.9062,56328.2915,26509.48884,66521.3421,945485.5089,7387535.415,2136.989964,1212456.751,547565.7548,73788.73401,119227.0951,39410.90833,2296.36354,75829.47361,25771223.98,1732423.854,152066.4283,67379.91031,34526.17433,1971059.786,15544.46887,377213.4204,189269.5102,2201418.885,166824.9859,592721.6361,72490.53337,57269.99238,916945.3441,1150123.134,103840.8915,26913314.88,352005.9435,25774.8438,122887.6918,17496065.25,30334485.03,12340.40538,16163638.97,10147.32593,2074.164056,53104.31886,32956.55013,3850217.339,9475.155422,13142.17374,172429.8768,6246.796492,112221.1245,2492906.764,23651.26314,2910620.527,63978.51397,194651.0795,61074.98879,159478.5617,15701190.33,1133121.61,28447107.27,89332.29488,606074.1558,1241137.869,5231.266638,54262.56207,33217412.14,1673427.762,158487.3464,8902420.866,594163.1864,26532.25731,40945.33884,1502.397817,1697.986893,555601.874,14825.06938,41839.40939,25094.3578,533078.3919,16434.11409,133534.1806,124959.2625,22608.60965,119570.2084,236114.1313,18631.657,10599.62817,19279.40508,18725.28774,2333.319451,455730.0509,1464733.736,196531.7133,806242.6279,19716994.17,11940408.64,582329.0593,31246.44906,18550740.35,69689.36589,17688137.34,116957.5212
"HTP0555B",552223.1031,48910.73038,123178.6199,2701.082337,4547.497917,1955.370164,674.1511473,36441.18928,129148.9232,38530023.93,2106007.976,143479.5888,54558.7128,2254.241885,510966.4422,3679007.465,133090.3257,445257.7961,3282764.075,3116.35603,5119857.639,917654.8898,203823.2487,334051.7543,61723.59012,256676.3078,713876.644,65326.35911,311425.0581,2640567.47,8839.574781,37286.56932,525428.3047,35362.56232,21790.45861,61446.562,15708.98128,11115454.64,332981.6003,18329.27488,159399.7677,3052761.394,72220.8833,693443.7008,486066.4455,99602.81919,90032.53197,16715.76328,4200345.225,3391811.32,6272859.495,6754652.209,20243.70195,36801.97818,239567.9132,20324.04699,9370.199845,3010326.024,79054.84257,68670.54104,110259.4414,172229.0222,604535.5138,71679.24434,470615.3706,468829.2797,8604.499785,979412.9404,6180.594026,19555.90691,96884.07612,5385.254345,257712.1443,59575.37502,106360.3571,51931.77657,167793.6509,441058.4605,10881358.19,8520.482859,2369576.133,465600.228,85905.67417,175849.6004,7984.841432,2224.880124,83370.79549,24416414.32,1154607.754,217175.8916,13642.2623,22065.04939,2250258.093,18485.63794,1501626.42,94233.02127,2212862.724,290567.4787,880893.3202,96879.39349,168207.4155,596060.4377,675127.3619,68670.54104,32046852.97,446958.4367,37826.7681,54829.51523,26771045.2,72222717.46,6595.307635,22785292.44,13794.54251,1705.22967,97805.23971,45308.48456,7574924.804,20355.17023,12569.35378,344787.7701,4042.113834,254560.9476,8895677.965,27753.12239,3807020.37,14900.37641,131396.7732,15906.92464,28879.23902,18901848.73,536659.4601,38897533.4,79074.69278,195475.5807,1407305.15,7841.927832,66482.01873,55101041.27,1830547.943,136870.9439,25895000.1,731754.1771,845.8315091,65846.76128,1538.013568,6518.789076,632894.9919,8870.242599,59649.51896,31241.59452,1236704.259,10274.37472,54996.16598,128401.7072,21185.41973,134750.0594,398667.0133,67254.30948,24033.75051,83196.45782,16647.41924,2846.163439,383900.0807,2215655.433,268414.8754,1298339.001,31077540.21,31979366.39,613870.3107,72832.07057,16657518.42,46044.45704,39722000.19,125506.1788
"HTP0556A",552414.4301,26370.87663,135489.4722,35215.89931,8764.124199,5312.503962,2049.960579,20779.19021,107753.7423,18897191.94,930845.5356,83931.85363,44422.02524,656.0865443,300270.5062,1765283.917,140366.8165,133144.7216,1828415.265,8189.353826,2643042.527,372250.6557,272476.9841,536009.2749,123457.9972,462916.5813,1334797.202,172333.0866,806174.6543,3470716.989,269632.1561,28084.40333,243948.0637,23826.80338,12967.76898,43556.82482,16042.60301,4655800.722,286062.5432,10407.17475,65184.08051,523428.0943,28715.25275,255045.036,308508.0143,124679.9182,256040.3923,130923.2901,3514796.826,1898693.524,3630046.243,5035796.502,27600.29402,51888.31163,211070.0434,18042.54347,6468.607061,3701911.055,99919.82625,88264.95395,98235.22168,126638.6797,655488.7132,90183.65699,704301.0874,223771.615,5091.817588,1693326.669,14673.12113,33917.42018,335925.6349,5790.102437,138497.2141,90220.66161,42890.07756,37825.44866,64227.34763,483712.3638,4572061.349,3817.199411,1017484.287,1285273.585,178534.3523,75166.58974,33912.50396,2840.968716,48113.42244,45053490.72,8230462.395,134282.7517,41223.08699,23572.74722,983188.5268,34021.13424,689336.2155,256444.2511,3270914.178,172666.5984,411771.2497,46509.63695,58807.42083,540553.0067,663068.8147,88264.95395,16738633.95,331105.5735,14699.01391,76514.92191,14670091.82,24918937.53,58399.65652,50490871.66,9639.470712,2738.176263,81916.01662,38830.82072,2699715.598,11067.15383,18512.92469,153924.51,6365.774038,136172.0757,2120141.193,33159.59006,1382792.902,14885.90045,99894.12923,56197.34514,38330.35121,20562615.48,4219486.48,78545138.02,61967.12408,188227.5896,1047769.774,7368.082369,60168.61521,22195743.37,1273285.601,85663.89987,11722663.66,371297.2309,3560.512856,13954.79384,428.7289258,3091.699082,392526.6712,10903.93508,129615.9894,21512.57579,426943.9481,44247.90425,83703.4901,416907.228,83591.57773,95362.34501,209029.2749,105361.7177,33340.80246,72874.2965,18484.1541,3494.08676,1069140.295,1151936.705,156555.7865,724964.0829,13145465.48,8145386.985,434331.1469,30094.17833,15472899.84,96982.29895,16219210.21,97362.70796
